vowel_count,length,tty,name,rxcui
8,26,IN,domestic goat skin extract,852252
8,26,IN,ethyl perfluorobutyl ether,1540871
8,26,IN,FD&C blue #1 aluminum lake,1307694
8,26,IN,FD&C blue #2 aluminum lake,2119470
8,26,IN,Gambels oak pollen extract,852276
8,26,IN,Hypnea musciformis extract,1363609
8,26,IN,Lactobacillus rhamnosus GG,602811
8,26,IN,lobster allergenic extract,892561
8,26,IN,neopentyl glycol dicaprate,1367144
8,26,IN,Panax ginseng leaf extract,1918244
8,26,IN,parsley allergenic extract,899877
8,26,IN,PEG-8 glyceryl isostearate,1440235
8,26,IN,pepper tree pollen extract,852140
8,26,IN,polyglyceryl-3 ricinoleate,1373726
8,26,IN,polyglyceryl-4 isostearate,1367130
8,26,IN,polyglyceryl-6 isostearate,2118918
8,26,IN,PPG-2 isoceteth-20 acetate,1314209
8,26,IN,propylene glycol dicaprate,1427009
8,26,IN,Prunus mume flower extract,1307653
8,26,IN,pumpkin allergenic extract,883459
8,26,IN,Quercus rubra bark extract,1312382
8,26,IN,Rumex crispus root extract,1345677
8,26,IN,spinach allergenic extract,901317
8,26,IN,white alder pollen extract,851910
8,26,IN,yellow pine pollen extract,852716
8,26,MIN,acyclovir / hydrocortisone,1007804
8,26,MIN,alpha hydroxy acids / urea,1428952
8,26,MIN,benzyl alcohol / pramoxine,1007900
8,26,MIN,diphenhydramine / naproxen,1550956
8,26,MIN,doxylamine / phenylephrine,1441830
8,26,MIN,glecaprevir / pibrentasvir,1940702
8,26,MIN,glycerin / sodium chloride,689441
8,26,MIN,helium / nitrogen / oxygen,1008627
8,26,MIN,phenylephrine / pyrilamine,261432
8,26,BN,"Aminosyn 10%, Sulfite-Free",830652
8,26,BN,FungiCure Maximum Strength,1362034
8,25,IN,"1,1,2,2-tetrafluoroethane",1487139
8,25,IN,2-(perfluorohexyl)ethanol,1986349
8,25,IN,almond allergenic extract,892507
8,25,IN,alpha-hexylcinnamaldehyde,1311811
8,25,IN,barley allergenic extract,862453
8,25,IN,black currant preparation,236154
8,25,IN,carbomer copolymer type A,1310599
8,25,IN,carrot allergenic extract,892368
8,25,IN,celery allergenic extract,892372
8,25,IN,"citronellol acetate, (R)-",1432295
8,25,IN,"citronellol acetate, (S)-",1313269
8,25,IN,coast sage pollen extract,852011
8,25,IN,common wasp venom protein,1297527
8,25,IN,distearyl phthalamic acid,1312560
8,25,IN,garlic allergenic extract,899414
8,25,IN,German wasp venom protein,1297531
8,25,IN,ginger allergenic extract,899420
8,25,IN,glyceryl stearate citrate,1426411
8,25,IN,lentil allergenic extract,899444
8,25,IN,liver stomach concentrate,802755
8,25,IN,nutmeg allergenic extract,891652
8,25,IN,Oregon ash pollen extract,900045
8,25,IN,oyster allergenic extract,973274
8,25,IN,PEG-11 avocado glycerides,1543415
8,25,IN,propylene glycol alginate,1361656
8,25,IN,queen palm pollen extract,867353
8,25,IN,rabbit allergenic extract,813859
8,25,IN,squash allergenic extract,975509
8,25,IN,sugar beet pollen extract,852132
8,25,IN,tetrahexyldecyl ascorbate,1309254
8,25,IN,turkey allergenic extract,975119
8,25,IN,valley oak pollen extract,1111024
8,25,MIN,aspirin / diphenhydramine,669119
8,25,MIN,benzoyl peroxide / sulfur,392483
8,25,MIN,canagliflozin / metformin,1545149
8,25,MIN,coal tar / salicylic acid,689881
8,25,MIN,dapagliflozin / metformin,1486436
8,25,MIN,empagliflozin / metformin,1664314
8,25,MIN,ertugliflozin / metformin,1992684
8,25,MIN,ibuprofen / phenylephrine,1007329
8,25,MIN,ketorolac / phenylephrine,1540229
8,25,MIN,mecobalamin / vitamin B12,1009129
8,25,MIN,mestranol / norethindrone,154643
8,25,MIN,phenylephrine / pramoxine,1008473
8,25,BN,Anbesol Cold Sore Therapy,1052617
8,25,BN,Excedrin PM Triple Action,1593111
8,25,BN,Little Noses Decongestant,669264
8,25,BN,Phillips Milk of Magnesia,219233
8,24,IN,apple allergenic extract,891771
8,24,IN,basil allergenic extract,899355
8,24,IN,black pepper preparation,259314
8,24,IN,butylated hydroxyanisole,1362900
8,24,IN,butylated hydroxytoluene,1848
8,24,IN,calcium glycerophosphate,1909
8,24,IN,carob allergenic extract,904498
8,24,IN,Chinese cinnamon extract,1305720
8,24,IN,clove allergenic extract,899724
8,24,IN,dandelion pollen extract,852079
8,24,IN,devil's claw preparation,236279
8,24,IN,evening primrose extract,260040
8,24,IN,glyceryl palmitostearate,1423683
8,24,IN,lauric acid methyl ester,1362932
8,24,IN,lemon allergenic extract,901382
8,24,IN,mango allergenic extract,1011404
8,24,IN,methyl heptine carbonate,1313237
8,24,IN,palmitoyl hexapeptide-12,1732116
8,24,IN,palmitoyl tetrapeptide-7,1314277
8,24,IN,peach allergenic extract,892575
8,24,IN,pecan allergenic extract,892332
8,24,IN,PEG-20 sorbitan stearate,1918052
8,24,IN,PEG-60 sorbitan stearate,1487142
8,24,IN,silica dimethyl silylate,1426646
8,24,IN,sucroferric oxyhydroxide,1484283
8,24,IN,water oak pollen extract,1013944
8,24,IN,white oak pollen extract,852294
8,24,IN,Yucca schidigera extract,1425403
8,24,MIN,ascorbic acid / collagen,1441397
8,24,MIN,benzethonium / dyclonine,1008968
8,24,MIN,cobamamide / vitamin B12,1008279
8,24,MIN,diclofenac / misoprostol,214502
8,24,MIN,latanoprost / netarsudil,2119700
8,24,MIN,nystatin / triamcinolone,107011
8,24,MIN,sofosbuvir / velpatasvir,1799211
8,24,MIN,trandolapril / verapamil,214866
8,24,BN,Absorbine Jr. Antifungal,214954
8,24,BN,Baza Cleanse and Protect,1053197
8,24,BN,Calazime Skin Protectant,1249118
8,24,BN,Chloraseptic Sore Throat,802556
8,24,BN,Dialyvite Vitamin D3 Max,1303911
8,24,BN,Dianeal Low Calcium 4.25,800071
8,24,BN,Soothe & Cool Skin Paste,1302172
8,23,IN,anthrax immune globulin,1722336
8,23,IN,beef allergenic extract,892599
8,23,IN,belladonna leaf extract,314517
8,23,IN,castorbean seed extract,1351789
8,23,IN,date allergenic extract,899742
8,23,IN,dihematoporphyrin ether,23066
8,23,IN,"ergoloid mesylates, USP",4024
8,23,IN,ethoxydiglycol behenate,1794165
8,23,IN,ferrosoferric phosphate,1311293
8,23,IN,grapefruit peel extract,1358897
8,23,IN,grapefruit seed extract,259449
8,23,IN,guinea pig skin extract,852298
8,23,IN,hydrogenated castor oil,1309218
8,23,IN,"immunoglobulin M, human",1314195
8,23,IN,"insulin, regular, human",253182
8,23,IN,Lactobacillus crispatus,2054188
8,23,IN,lime allergenic extract,1011060
8,23,IN,live oak pollen extract,867311
8,23,IN,"mammal bone, fossilized",1541729
8,23,IN,Mentha piperita extract,1334930
8,23,IN,mesquite pollen extract,852320
8,23,IN,Morus alba root extract,1307712
8,23,IN,pear allergenic extract,899883
8,23,IN,PEG-80 sorbitan laurate,1440237
8,23,IN,plasma protein fraction,33835
8,23,IN,protamine sulfate (USP),8825
8,23,IN,rapeseed sterol extract,1307741
8,23,IN,rice allergenic extract,901337
8,23,IN,Schinus molle fruit oil,1600748
8,23,IN,sodium lauryl phosphate,2167142
8,23,IN,stearoxytrimethylsilane,1367149
8,23,IN,tuna allergenic extract,892503
8,23,MIN,aldioxa / chloroxylenol,712584
8,23,MIN,carbon dioxide / oxygen,692970
8,23,MIN,chlorhexidine / ethanol,1009110
8,23,MIN,colchicine / probenecid,214452
8,23,MIN,doxylamine / pyridoxine,1375947
8,23,MIN,hydrocodone / ibuprofen,214627
8,23,MIN,ledipasvir / sofosbuvir,1591942
8,23,MIN,meropenem / vaborbactam,1945217
8,23,MIN,metformin / repaglinide,802646
8,23,MIN,nitric oxide / nitrogen,1007265
8,23,MIN,petrolatum / resorcinol,1007532
8,23,MIN,petrolatum / zinc oxide,1009077
8,23,MIN,quercetin / resveratrol,1150152
8,23,BN,Dianeal Low Calcium 1.5,800067
8,23,BN,Dianeal Low Calcium 2.5,800112
8,23,BN,Dulcolax Stool Softener,606762
8,23,BN,New-Skin Liquid Bandage,1424283
8,22,IN,aluminum chlorohydrate,17610
8,22,IN,Arnica montana extract,285208
8,22,IN,botulinum toxin type A,1712
8,22,IN,brown rice preparation,1311040
8,22,IN,Citrus junos fruit oil,2288423
8,22,IN,Citrus limon fruit oil,1306152
8,22,IN,coco-caprylate-caprate,1369702
8,22,IN,dandelion root extract,259436
8,22,IN,fenugreek leaf extract,1307769
8,22,IN,fluorodeoxyglucose F18,1362737
8,22,IN,gadolinium cation (3+),1546429
8,22,IN,green tea leaf extract,283567
8,22,IN,oat allergenic extract,971932
8,22,IN,pea allergenic extract,892569
8,22,IN,peppermint preparation,33093
8,22,IN,pork liver preparation,1311071
8,22,IN,tangerine peel extract,1305532
8,22,IN,wheat germ preparation,314896
8,22,MIN,allantoin / petrolatum,1651593
8,22,MIN,amlodipine / valsartan,729455
8,22,MIN,aspirin / carisoprodol,214251
8,22,MIN,aspirin / dipyridamole,226716
8,22,MIN,bacitracin / pramoxine,1303726
8,22,MIN,benzocaine / triclosan,466594
8,22,MIN,bupropion / naltrexone,1551467
8,22,MIN,capsaicin / turpentine,1008070
8,22,MIN,cobicistat / darunavir,1598380
8,22,MIN,ivacaftor / lumacaftor,1655927
8,22,MIN,ivacaftor / tezacaftor,1996267
8,22,MIN,melatonin / pyridoxine,1008350
8,22,MIN,pramoxine / zinc oxide,466565
8,22,MIN,sulfacetamide / sulfur,690740
8,22,BN,Clearasil Acne Control,835507
8,22,BN,Excedrin Mild Headache,1591929
8,22,BN,Lantiseptic Protective,1745850
8,22,BN,Monistat Soothing Care,1117395
8,22,BN,Rash Relief Antifungal,1089118
8,22,BN,Summer's Eve Medicated,898393
8,21,IN,.delta.-dodecalactone,2371704
8,21,IN,Acacia pollen extract,851732
8,21,IN,ammonium methacrylate,1988680
8,21,IN,bismuth-formic-iodide,237148
8,21,IN,blue crab preparation,1315126
8,21,IN,C1 esterase inhibitor,1599832
8,21,IN,capryl oligoglucoside,2372917
8,21,IN,damoctocog alfa pegol,2055655
8,21,IN,Ecklonia cava extract,1435389
8,21,IN,"ferric acetate, basic",1656308
8,21,IN,goose feather extract,894783
8,21,IN,heme iron polypeptide,978673
8,21,IN,iothalamic acid I-125,1546452
8,21,IN,isopropyl unoprostone,135313
8,21,IN,Levant cottonseed oil,1307951
8,21,IN,maritime pine extract,1368708
8,21,IN,mycophenolate mofetil,68149
8,21,IN,"orange oil, distilled",1606472
8,21,IN,PEG-6 sorbitan oleate,1485119
8,21,IN,peginterferon alfa-2a,120608
8,21,IN,peginterferon beta-1a,1546168
8,21,IN,Ribes nigrum seed oil,1305665
8,21,IN,rice germ preparation,1427015
8,21,IN,Santalum spicatum oil,1305660
8,21,IN,"serum albumin, bovine",1426381
8,21,IN,valerian root extract,253206
8,21,MIN,brimonidine / timolol,597142
8,21,MIN,calamine / zinc oxide,645045
8,21,MIN,cilastatin / imipenem,34482
8,21,MIN,dienogest / estradiol,994203
8,21,MIN,donepezil / memantine,1430990
8,21,MIN,dorzolamide / timolol,662263
8,21,MIN,folic acid / inositol,1292333
8,21,MIN,ibuprofen / oxycodone,484259
8,21,MIN,lopinavir / ritonavir,284640
8,21,MIN,melatonin / threonine,1945123
8,21,MIN,salicylic acid / urea,1008849
8,21,BN,Boudreauxs Butt Paste,606546
8,21,BN,Capzasin Quick Relief,898523
8,21,BN,Cheracol with Codeine,215989
8,21,BN,Clearasil Daily Clear,1483179
8,21,BN,RevitaDERM Wound Care,1310816
8,21,BN,Tears Again Eye Drops,1089798
8,21,BN,Vanicream Diaper Rash,1543705
8,20,IN,4-aminohippuric acid,7832
8,20,IN,acetohydroxamic acid,16728
8,20,IN,belantamab mafodotin,2387834
8,20,IN,belladonna alkaloids,1359
8,20,IN,benzenesulfonic acid,993243
8,20,IN,cetalkonium chloride,47907
8,20,IN,chamomile flower oil,1309221
8,20,IN,Chinese cinnamon oil,1309337
8,20,IN,diisopropyl paraoxon,1804569
8,20,IN,diisopropyl sebacate,1363601
8,20,IN,evening primrose oil,203219
8,20,IN,ferric derisomaltose,2274394
8,20,IN,hexamethyldisiloxane,1311540
8,20,IN,isostearyl palmitate,1368901
8,20,IN,latanoprostene bunod,1988390
8,20,IN,magnesium salicylate,52364
8,20,IN,Ocean quahog extract,2392631
8,20,IN,pancrelipase amylase,1427033
8,20,IN,potassium bitartrate,223779
8,20,IN,S-adenosylmethionine,9504
8,20,IN,sorbitan tristearate,1426397
8,20,IN,tenofovir disoproxil,300195
8,20,IN,tocopheryl retinoate,1313259
8,20,IN,trolamine salicylate,38866
8,20,MIN,aspirin / omeprazole,1811630
8,20,MIN,atropine / difenoxin,214261
8,20,MIN,calamine / pramoxine,804304
8,20,MIN,carbidopa / levodopa,103990
8,20,MIN,isoniazid / rifampin,106876
8,20,BN,Aquaphor Diaper Rash,1663729
8,20,BN,DentiCare Denti Foam,991010
8,20,BN,Listerine Antiseptic,1043620
8,20,BN,Macuvite with Lutein,1090833
8,20,BN,Next Choice One Dose,1303925
8,20,BN,Stanimax Perio Rinse,220020
8,20,BN,Tears Again Ointment,1086895
8,20,BN,Tears Naturale Forte,284885
8,20,BN,Tronolane Anesthetic,1098237
8,19,IN,4-aminobenzoic acid,74
8,19,IN,6-aminocaproic acid,99
8,19,IN,alfalfa preparation,285243
8,19,IN,aloe polysaccharide,476786
8,19,IN,aminosalicylic acid,7833
8,19,IN,bendroflumethiazide,1369
8,19,IN,ceftaroline fosamil,1040004
8,19,IN,ceteareth-6 olivate,1733818
8,19,IN,choline fenofibrate,1433887
8,19,IN,chromium picolinate,59308
8,19,IN,citric acid acetate,1312366
8,19,IN,diisopropyl adipate,1363600
8,19,IN,diisostearyl malate,1363602
8,19,IN,ferrosoferric oxide,1310708
8,19,IN,gamma-undecalactone,1376148
8,19,IN,grapefruit seed oil,1306130
8,19,IN,Lactobacillus casei,1592255
8,19,IN,Larix decidua resin,1311404
8,19,IN,lauroyl sarcosinate,1370618
8,19,IN,luteinizing hormone,6383
8,19,IN,magnesium aspartate,142131
8,19,IN,magnesium carbonate,29155
8,19,IN,magnesium gluconate,52358
8,19,IN,manganese carbonate,1314366
8,19,IN,manganese gluconate,52403
8,19,IN,monofluorophosphate,52885
8,19,IN,PEG-4 rapeseedamide,1307829
8,19,IN,polatuzumab vedotin,2174090
8,19,IN,potassium aspartate,8589
8,19,IN,potassium carbonate,34300
8,19,IN,potassium gluconate,89903
8,19,IN,silver sulfadiazine,9793
8,19,IN,sodium percarbonate,1364915
8,19,IN,soy protein isolate,196238
8,19,IN,soybean preparation,287515
8,19,IN,sulfur hexafluoride,1599276
8,19,MIN,benzoate / caffeine,142218
8,19,BN,Ahist Antihistamine,1366495
8,19,BN,Capital and Codeine,993764
8,19,BN,Cepacol Dual Relief,1039070
8,19,BN,Miracle Foot Repair,1429889
8,19,BN,Zooby Fluoride Foam,1193236
8,18,IN,alglucosidase alfa,629565
8,18,IN,ammonium carbonate,1310190
8,18,IN,calcium levulinate,47624
8,18,IN,Capsicum oleoresin,235787
8,18,IN,carbamide peroxide,47686
8,18,IN,diisodecyl adipate,1655566
8,18,IN,diisooctyl adipate,1794890
8,18,IN,diroximel fumarate,2261783
8,18,IN,magnesium silicate,1310566
8,18,IN,sodium bicarbonate,36676
8,18,IN,sodium ethasulfate,2287560
8,18,IN,sodium thiosulfate,36726
8,18,IN,sorbitan trioleate,1363643
8,18,IN,sucrose distearate,1370303
8,18,IN,taliglucerase alfa,1291609
8,18,IN,tetrafluoromethane,1368889
8,18,IN,velaglucerase alfa,901805
8,18,IN,vinyl neodecanoate,2369641
8,18,MIN,hyaluronate / urea,1007535
8,18,BN,Fungicure Solution,1045617
8,18,BN,Gelato Perio Rinse,1435506
8,18,BN,Infuvite Pediatric,1305218
8,18,BN,Outgro Pain Relief,218975
8,18,BN,Phospholine Iodide,204232
8,18,BN,Soothe Mineral Oil,1594958
8,17,IN,aluminum silicate,1362917
8,17,IN,aluminum stearate,46243
8,17,IN,bisabolol oxide A,2043281
8,17,IN,colloidal oatmeal,221082
8,17,IN,magnesium acetate,314718
8,17,IN,pegademase bovine,59768
8,17,IN,piroctone olamine,33783
8,17,IN,potassium acetate,54987
8,17,IN,sodium propionate,56513
8,17,IN,tiamulin fumarate,1314589
8,16,IN,aluminum acetate,17609
8,16,IN,ammonium acetate,1362883
8,16,IN,arginine cocoate,2386216
8,16,IN,cadexomer iodine,20012
8,16,IN,deutetrabenazine,1876905
8,16,IN,diazolidinylurea,1310602
8,16,IN,docosaenoic acid,1291425
8,16,IN,isopropanolamine,1736006
8,16,IN,levoisomethadone,2286994
8,16,IN,oregano leaf oil,1314320
8,16,IN,potassium iodate,34312
8,16,IN,potassium iodide,8597
8,16,IN,selenomethionine,9644
8,16,IN,titanium dioxide,38323
8,15,IN,aminolevulinate,155002
8,15,IN,isavuconazonium,1608322
8,15,IN,isothiazolinone,1811252
8,15,IN,lauramine oxide,1364388
8,15,IN,povidone-iodine,8611
8,14,IN,rebaudioside A,1667222
7,44,IN,4-methyl-1-(1-methylethyl)-3-cyclohexen-1-ol,1314261
7,40,IN,cetyl PEG-PPG-10-1 dimethicone (HLB 1.5),1306940
7,39,IN,cetyl hydroxyethylcellulose (350000 MW),1313703
7,39,IN,cetyl hydroxyethylcellulose (550000 MW),1488054
7,39,IN,hydroxyethyl cellulose (3000 CPS at 1%),1363604
7,38,IN,cetyl PEG-PPG-10-1 dimethicone (HLB 5),1306941
7,38,IN,hydroxypropyl cellulose (1600000 WAMW),2048727
7,37,IN,hydroxyethyl cellulose (140 CPSat 5%),1305727
7,37,IN,hydroxypropyl cellulose (160000 WAMW),2166043
7,36,IN,hydroxypropyl cellulose (70000 WAMW),2099291
7,36,IN,hydroxypropyl cellulose (90000 WAMW),2055269
7,34,IN,"3-((L-menthyl)oxy)propane-1,2-diol",1314260
7,34,IN,dextrin palmitate (corn; 20000 MW),1859922
7,33,IN,(C10-C30)alkyl methacrylate ester,1312357
7,33,IN,glycerol (1-(12-hydroxystearate)),1944766
7,33,IN,polyhydroxystearic acid (2300 MW),1307042
7,33,IN,polyquaternium-10 (400 CPS at 2%),1367143
7,32,IN,hydroxypropyl cellulose (type G),1596141
7,32,IN,hydroxypropyl cellulose (type H),1811461
7,32,IN,hydroxypropyl cellulose (type J),1485045
7,32,IN,hydroxypropyl cellulose (type L),1356137
7,32,IN,hydroxypropyl cellulose (type M),1433886
7,32,IN,hydroxypropyl gamma-cyclodextrin,1601114
7,32,IN,hydroxypropyl-alpha-cyclodextrin,1442707
7,31,IN,PEG-45/dodecyl glycol copolymer,1940010
7,31,IN,polyquaternium-37 (10000 MPA.S),1370678
7,31,IN,polyquaternium-37 (25000 MPA.S),1372567
7,31,MIN,5-hydroxytryptophan / melatonin,1945211
7,30,IN,polyquaternium-22 (4500 MPA.S),1442517
7,30,IN,polyquaternium-37 (3000 MPA.S),1372481
7,30,BN,Flublok Quadrivalent 2019-2020,2178082
7,30,BN,Flublok Quadrivalent 2020-2021,2380859
7,30,BN,FluMist Quadrivalent 2019-2020,2198901
7,30,BN,Flumist Quadrivalent 2020-2021,2389314
7,30,BN,Plasma-Lyte 56 in 5 % Dextrose,1189664
7,29,IN,"1-(2,4-dichlorophenyl)ethanol",1807445
7,29,IN,bis-PEG-PPG-14-14 dimethicone,1609071
7,29,IN,crospovidone (12 MPA.S at 5%),1667764
7,29,IN,crospovidone (15 mpa.s at 5%),2109746
7,29,IN,crospovidone (19 MPA.S at 5%),1661326
7,29,IN,hydrogen dimethicone (20 CST),1866044
7,29,IN,polyquaternium 37 (200 MPA.S),1314234
7,29,MIN,oxytetracycline / polymyxin B,689467
7,29,BN,Benadryl Children's Anti-Itch,877058
7,29,BN,Ex-Lax Regular Strength Pills,217017
7,28,IN,chlorophyllin copper complex,82242
7,28,IN,Johnson grass pollen extract,852136
7,28,IN,orchard grass pollen extract,851878
7,28,IN,propylene glycol 1-myristate,2282661
7,28,IN,propylene glycol butyl ether,1799007
7,28,IN,Timothy grass pollen extract,851994
7,28,BN,Benadryl-D Allergy and Sinus,701329
7,28,BN,Fluad Quadrivalent 2020-2021,2382435
7,28,BN,Mederma Stretch Mark Therapy,1483137
7,28,BN,Scot-Tussin DM Cough Chasers,219823
7,27,IN,2-amino-2-methyl-1-propanol,1310544
7,27,IN,"3,7-dimethyloctane-1,7-diol",1313707
7,27,IN,black locust pollen extract,867325
7,27,IN,black walnut pollen extract,852569
7,27,IN,black willow pollen extract,852162
7,27,IN,burning bush pollen extract,852593
7,27,IN,butylphenyl methylpropional,1307156
7,27,IN,canary grass pollen extract,852697
7,27,IN,ethylene glycol allyl ether,2389636
7,27,IN,hydroxyethyl ethylcellulose,1722035
7,27,IN,pussy willow pollen extract,852174
7,27,IN,red mulberry pollen extract,852680
7,27,IN,redtop grass pollen extract,851870
7,27,IN,Syrian hamster skin extract,852663
7,27,IN,velvet grass pollen extract,852514
7,27,MIN,menthol / methyl salicylate,466537
7,27,MIN,phenylephrine / witch hazel,1007637
7,27,BN,Buckley's Cough Suppressant,1536152
7,27,BN,Cruex Prescription Strength,216284
7,27,BN,Dristan 12-Hour Nasal Spray,702024
7,26,IN,"3-hexenyl hexanoate, (3Z)-",2000995
7,26,IN,"3-Hexenyl salicylate, CIS-",2359262
7,26,IN,caprylyl caprylate-caprate,1541116
7,26,IN,cheat grass pollen extract,852225
7,26,IN,ethylhexyl hydroxystearate,1368707
7,26,IN,glyceryl caprylate-caprate,1312392
7,26,IN,grama grass pollen extract,852197
7,26,IN,PEG-23 glyceryl distearate,1721435
7,26,IN,Pinus strobus bark extract,1309309
7,26,IN,polyethylene oxide 2000000,2044901
7,26,IN,polyethylene oxide 5000000,1944252
7,26,IN,propylene glycol caprylate,1661194
7,26,IN,rabbit bush pollen extract,851969
7,26,IN,river birch pollen extract,852148
7,26,IN,water birch pollen extract,852166
7,26,IN,yellow dock pollen extract,852209
7,26,MIN,dextromethorphan / menthol,645247
7,26,MIN,"psyllium / sennosides, USP",1007092
7,26,BN,Normosol-R in 5 % Dextrose,1189625
7,26,BN,Stop Lice Maximum Strength,643945
7,25,IN,2-sec-butyl cyclohexanone,2383930
7,25,IN,Alpine strawberry extract,1328308
7,25,IN,amodimethicone (1300 CST),1535932
7,25,IN,amodimethicone (3500 CST),1483728
7,25,IN,Blackback founder extract,2387830
7,25,IN,burrobrush pollen extract,852526
7,25,IN,D&C red no. 6 barium lake,1539907
7,25,IN,domestic cow skin extract,852256
7,25,IN,Garrys oak pollen extract,900987
7,25,IN,hard maple pollen extract,851874
7,25,IN,high-density polyethylene,1424910
7,25,IN,lauroyl PEG-32 glycerides,1597625
7,25,IN,lens scale pollen extract,852096
7,25,IN,lowbush blueberry extract,1311630
7,25,IN,milk thistle seed extract,259274
7,25,IN,polyethylene oxide 200000,1809901
7,25,IN,polyglyceryl-3 distearate,1367498
7,25,IN,polyglyceryl-6 distearate,1421890
7,25,IN,quackgrass pollen extract,852343
7,25,IN,salt cedar pollen extract,852806
7,25,IN,scrub pine pollen extract,1013913
7,25,IN,"secretin human, synthetic",606396
7,25,IN,shad scale pollen extract,852087
7,25,IN,shrimp allergenic extract,892592
7,25,IN,"trimethyl-1,3-pentanediol",1607329
7,25,IN,wing scale pollen extract,852074
7,25,MIN,diphenhydramine / menthol,818281
7,25,MIN,hexylresorcinol / menthol,1046697
7,25,BN,Systane Overnight Therapy,1363480
7,25,BN,Wal-Profen Cold and Sinus,1090447
7,24,IN,2-tert-butylhydroquinone,1362739
7,24,IN,amodimethicone (800 CST),1427215
7,24,IN,black oak pollen extract,852260
7,24,IN,capryloyl salicylic acid,1492035
7,24,IN,cedar elm pollen extract,1014191
7,24,IN,coceth-7 carboxylic acid,1424644
7,24,IN,cocklebur pollen extract,852025
7,24,IN,date palm pollen extract,852704
7,24,IN,dogfennel pollen extract,867218
7,24,IN,"glycyrrhizin, ammoniated",1311505
7,24,IN,green ash pollen extract,852491
7,24,IN,lauryl-myristyl benzoate,1369898
7,24,IN,low-density polyethylene,1426403
7,24,IN,myristoyl pentapeptide-4,1313054
7,24,IN,red alder pollen extract,851914
7,24,IN,red cedar pollen extract,852609
7,24,IN,red maple pollen extract,851744
7,24,IN,Salix nigra bark extract,1232311
7,24,IN,Styrax tonkinensis resin,1990419
7,24,IN,sunflower pollen extract,852509
7,24,IN,sweet gum pollen extract,852627
7,24,IN,tag alder pollen extract,851902
7,24,IN,tribehenin PEG-20 esters,1312647
7,24,IN,Ulmus rubra bark extract,1309484
7,24,IN,white ash pollen extract,852450
7,24,MIN,folic acid / vitamin B12,1432023
7,24,BN,Bayer Back and Body Pain,702317
7,24,BN,Prevident 5000 Sensitive,999714
7,23,IN,allscale pollen extract,897304
7,23,IN,"belladonna extract, USP",89781
7,23,IN,"bisabolol oxide B, (-)-",1732120
7,23,IN,chicken feather extract,894934
7,23,IN,clam allergenic extract,892539
7,23,IN,corn allergenic extract,892547
7,23,IN,crab allergenic extract,892610
7,23,IN,hazelnut pollen extract,852281
7,23,IN,holy basil leaf extract,1860076
7,23,IN,hops allergenic extract,899480
7,23,IN,lamb allergenic extract,971849
7,23,IN,locust bean gum extract,1424898
7,23,IN,Morus alba bark extract,1309444
7,23,IN,plum allergenic extract,899470
7,23,IN,poly(laurylglucoside)-7,1927429
7,23,IN,polyglyceryl-3 dioleate,1552357
7,23,IN,pork allergenic extract,892628
7,23,IN,post oak pollen extract,901011
7,23,IN,riboflavin 5'-phosphate,1925821
7,23,IN,Salix alba bark extract,1307749
7,23,IN,silk allergenic extract,314455
7,23,MIN,clindamycin / tretinoin,687144
7,23,MIN,linagliptin / metformin,1243019
7,23,MIN,metformin / saxagliptin,1043562
7,23,MIN,metformin / sitagliptin,729717
7,23,MIN,salicylic acid / sulfur,496653
7,23,BN,BSS Ophthalmic Solution,806393
7,23,BN,Dialyvite 800 with Iron,826624
7,23,BN,Mi-Acid Double Strength,605971
7,23,BN,Monistat Simple Therapy,1661172
7,23,BN,Phillips Stool Softener,352892
7,23,BN,Scot-tussin Diabetic CF,1422930
7,22,IN,"1,2-distearoyllecithin",1426933
7,22,IN,2-bromo-2-nitroethanol,1648134
7,22,IN,4-hydroxy acetophenone,1541733
7,22,IN,acetyltributyl citrate,1362881
7,22,IN,acetyltriethyl citrate,1311603
7,22,IN,alfalfa pollen extract,852634
7,22,IN,botulinum toxin type B,2167673
7,22,IN,bur oak pollen extract,900991
7,22,IN,carboxymethylcellulose,2062
7,22,IN,cat's claw preparation,285223
7,22,IN,coltsfoot leaf extract,1372564
7,22,IN,dichlorobenzyl alcohol,22906
7,22,IN,diethylhexyl carbonate,1307048
7,22,IN,Eucalyptus gum extract,1541731
7,22,IN,"gallium chloride,Ga-67",314639
7,22,IN,glycereth-7 triacetate,1535631
7,22,IN,indium In-111 chloride,42987
7,22,IN,isopropylphenylbutanal,2383935
7,22,IN,Mentha spicata extract,1594933
7,22,IN,methyl isobutyl ketone,1362929
7,22,IN,palmitoyl tripeptide-1,1722914
7,22,IN,PEG-10 rapeseed sterol,1307700
7,22,IN,radium chloride Ra-223,1424174
7,22,IN,red oak pollen extract,852268
7,22,IN,Rho(D) immune globulin,35465
7,22,IN,rye allergenic extract,892638
7,22,IN,Streptococcus pyogenes,1311281
7,22,IN,tabasco pepper extract,1721694
7,22,MIN,alogliptin / metformin,1368384
7,22,MIN,ampicillin / sulbactam,1009148
7,22,MIN,benzalkonium / camphor,1374850
7,22,MIN,elbasvir / grazoprevir,1734635
7,22,MIN,glycerin / naphazoline,858027
7,22,MIN,melatonin / vitamin B6,1008584
7,22,MIN,naproxen / sumatriptan,797426
7,22,MIN,sacubitril / valsartan,1656339
7,22,BN,ActivOn Joint & Muscle,707406
7,22,BN,Animi-3 with Vitamin D,1193041
